round,client_id,class,feature,class_shap_value
1,4,DOS,DNS,4.487099080563439e-06
1,4,DOS,Telnet,0.0
1,4,DOS,SMTP,0.0
1,4,DOS,SSH,0.0
1,4,DOS,IRC,0.0
1,4,DOS,TCP,0.012466065991247888
1,4,DOS,UDP,0.040236956509761515
1,4,DOS,DHCP,0.0
1,4,DOS,ARP,1.1873548418961376e-05
1,4,DOS,ICMP,0.004661502723320154
1,4,DOS,IGMP,0.0
1,4,DOS,IPv,3.853624326577432e-05
1,4,DOS,LLC,5.653275705655991e-05
1,4,DOS,Tot sum,0.10990971140563488
1,4,DOS,Min,0.034658032353036106
1,4,DOS,Max,0.008351738099008799
1,4,DOS,AVG,0.08243755782023073
1,4,DOS,Std,0.015133922414679545
1,4,DOS,Tot size,0.03218467901460827
1,4,DOS,IAT,0.006406342556147138
1,4,DOS,Number,0.0
1,4,DOS,Variance,0.09933962477371097
1,5,DOS,Header_Length,0.019167604017366103
1,5,DOS,Protocol Type,0.0018233431423482216
1,5,DOS,Time_To_Live,0.0023432895774931238
1,5,DOS,Rate,0.002942190370777098
1,5,DOS,fin_flag_number,0.00018357778736941555
1,5,DOS,syn_flag_number,0.019312339881435037
1,5,DOS,rst_flag_number,7.949524369053052e-05
1,5,DOS,psh_flag_number,0.00021426482761626174
1,5,DOS,ack_flag_number,0.012659918202734844
1,5,DOS,ece_flag_number,0.0
1,5,DOS,cwr_flag_number,0.0
1,5,DOS,ack_count,0.006143677772342926
1,5,DOS,syn_count,0.013312776840757578
1,5,DOS,fin_count,0.0346236569796929
1,5,DOS,rst_count,0.024126574382171383
1,5,DOS,HTTP,0.0011855419725179672
1,5,DOS,HTTPS,0.0023569830451911854
1,5,DOS,DNS,4.836900197702221e-07
1,5,DOS,Telnet,0.0
1,5,DOS,SMTP,0.0
1,5,DOS,SSH,0.0
1,5,DOS,IRC,0.0
1,5,DOS,TCP,0.013677131188069324
1,5,DOS,UDP,0.02793549851485295
1,5,DOS,DHCP,0.0
