round,class,client_id,class_examples,class_weight,class_shap_weight
10,BENIGN,5,26562,0.27736833117127907,0.20043063930589364
10,BRUTEFORCE,1,0,0.0,0.0
10,BRUTEFORCE,2,30,0.17516985783241742,0.23874335649010464
10,BRUTEFORCE,3,442,0.33974626978257205,0.25114080160413604
10,BRUTEFORCE,4,123,0.24097251161118205,0.2559796182101651
10,BRUTEFORCE,5,132,0.24411136077382842,0.2541362236955942
10,DDOS,1,1160039,0.32806565984025476,0.21484602006006603
10,DDOS,2,24016,0.12702365387042952,0.19055318860852444
10,DDOS,3,575798,0.24960626313987827,0.18831430232753069
10,DDOS,4,37815,0.13361943409430221,0.18756512573496195
10,DDOS,5,65238,0.16168498905513523,0.21872136326891686
10,DOS,1,457,0.08383896870075343,0.1480755372065271
10,DOS,2,58958,0.22192746641983585,0.22120502347059065
10,DOS,3,19342,0.1559161726390758,0.18430543410418357
10,DOS,4,356064,0.38527719697708057,0.22339333110747073
10,DOS,5,8205,0.15304019526325435,0.22302067411122806
10,MIRAI,1,9852,0.16951356129585438,0.20093332406154932
10,MIRAI,2,30104,0.22110176655804598,0.2008108639333953
10,MIRAI,3,93569,0.3114864399946125,0.19739605684220257
10,MIRAI,4,2545,0.13474384591163213,0.1993008230774329
10,MIRAI,5,8040,0.1631543862398551,0.20155893208541995
10,RECON,1,33060,0.3913628718035014,0.1819292116395006
10,RECON,2,589,0.14319682427496613,0.20620116940609134
10,RECON,3,516,0.13975925424722052,0.20445984219205837
10,RECON,4,243,0.12656613005038483,0.20162373324093533
10,RECON,5,3392,0.19911491962392736,0.2057860435214144
10,SPOOFING,1,29,0.11048811599917656,0.20359154298685195
10,SPOOFING,2,5190,0.2145459826461411,0.19652308276956465
10,SPOOFING,3,6742,0.2342298968659646,0.20338874197648393
10,SPOOFING,4,13850,0.288422772482743,0.19692496993703398
10,SPOOFING,5,1059,0.15231323200597477,0.19957166233006554
10,WEB,1,49,0.15107636442867325,0.2061291049943094
10,WEB,2,286,0.21964377883773326,0.20730086764646677
10,WEB,3,21,0.12109064762143176,0.17931907740624417
10,WEB,4,343,0.22747581764323577,0.20089700655766793
10,WEB,5,670,0.28071339146892593,0.2063539433953117
